GOTOES_CSV,timestamp,position_lat,position_long,altitude,heart_rate,cadence,distance,speed,power,compressed_speed_distance,grade,resistance,time_from_course,cycle_length,temperature,,,,speed_1s,cycles,total_cycles,,,,,,,,,compressed_accumulated_power,accumulated_power,left_right_balance,gps_accuracy,vertical_speed,calories,,,,,,vertical_oscillation,stance_time_percent,stance_time,activity_type,left_torque_effectiveness,right_torque_effectiveness,left_pedal_smoothness,right_pedal_smoothness,combined_pedal_smoothness,time128,stroke_type,zone,ball_speed,cadence256,fractional_cadence,total_hemoglobin_conc,total_hemoglobin_conc_min,total_hemoglobin_conc_max,saturated_hemoglobin_percent,saturated_hemoglobin_percent_min,saturated_hemoglobin_percent_max,,unknown61,device_index,,,,unknown66,left_pco,right_pco,left_power_phase,left_power_phase_peak,right_power_phase,right_power_phase_peak,enhanced_speed,,,,,enhanced_altitude,,,battery_soc,motor_power,vertical_ratio,stance_time_balance,step_length,,,,,,absolute_pressure,depth,next_stop_depth,next_stop_time,time_to_surface,ndl_time,cns_load,n2_load,,,,,,,,,,,,,,,,grit,flow,,ebike_travel_range,ebike_battery_level,ebike_assist_mode,ebike_assist_level_percent
,2024-11-23T00:31:21,46.1924758,4.6973335,,97,85,53.43,,210,,,,,,22,,,,,,,,,,,,,,,,4319,,,,,,,,,,86.9,65535,268.0,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,9.338,,,,,301.2,,,,,9.50,65535,915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:22,46.1924566,4.6973220,,97,85,56.01,,212,,,,,,22,,,,,,,,,,,,,,,,4531,,,,,,,,,,87.2,65535,268.0,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,9.407,,,,,301.2,,,,,9.45,65535,922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:23,46.1924355,4.6973112,,98,85,58.34,,215,,,,,,22,,,,,,,,,,,,,,,,4746,,,,,,,,,,87.9,65535,267.0,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,9.540,,,,,301.2,,,,,9.40,65535,935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:24,46.1924133,4.6972968,,99,85,61.03,,214,,,,,,22,,,,,,,,,,,,,,,,4960,,,,,,,,,,88.1,65535,267.0,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,9.608,,,,,301.2,,,,,9.36,65535,941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:25,46.1923940,4.6972813,,99,85,63.60,,212,,,,,,22,,,,,,,,,,,,,,,,5172,,,,,,,,,,88.1,65535,267.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,9.608,,,,,301.0,,,,,9.36,65535,941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:26,46.1923726,4.6972636,,100,86,66.39,,209,,,,,,22,,,,,,,,,,,,,,,,5381,,,,,,,,,,84.4,65535,262.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,9.641,,,,,300.8,,,,,9.14,65535,923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:27,46.1923545,4.6972462,,100,86,68.68,,209,,,,,,22,,,,,,,,,,,,,,,,5590,,,,,,,,,,85.0,65535,261.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,9.742,,,,,300.8,,,,,9.11,65535,933.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:28,46.1923356,4.6972311,,101,86,71.28,,208,,,,,,22,,,,,,,,,,,,,,,,5798,,,,,,,,,,85.1,65535,261.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,9.774,,,,,300.8,,,,,9.09,65535,936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:29,46.1923180,4.6972215,,101,86,73.14,,207,,,,,,22,,,,,,,,,,,,,,,,6005,,,,,,,,,,85.1,65535,261.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,9.774,,,,,300.6,,,,,9.09,65535,936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:30,46.1923034,4.6972065,,102,86,74.75,,203,,,,,,22,,,,,,,,,,,,,,,,6208,,,,,,,,,,84.9,65535,261.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,9.709,,,,,300.4,,,,,9.13,65535,929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:31,46.1922861,4.6971864,,102,86,77.46,,196,,,,,,22,,,,,,,,,,,,,,,,6404,,,,,,,,,,83.5,65535,263.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,9.439,,,,,300.4,,,,,9.24,65535,904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:32,46.1922708,4.6971687,,103,85,79.93,,191,,,,,,22,,,,,,,,,,,,,,,,6595,,,,,,,,,,85.6,65535,270.0,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,9.137,,,,,300.4,,,,,9.56,65535,895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:33,46.1922588,4.6971535,,103,84,81.78,,191,,,,,,22,,,,,,,,,,,,,,,,6786,,,,,,,,,,87.7,65535,272.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,9.137,,,,,300.4,,,,,9.68,65535,906.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:34,46.1922469,4.6971405,,103,84,83.36,,188,,,,,,22,,,,,,,,,,,,,,,,6974,,,,,,,,,,87.1,65535,273.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,9.036,,,,,300.4,,,,,9.71,65535,896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:35,46.1922272,4.6971224,,104,84,85.97,,182,,,,,,22,,,,,,,,,,,,,,,,7156,,,,,,,,,,85.6,65535,275.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,8.802,,,,,300.4,,,,,9.80,65535,873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:36,46.1922108,4.6971088,,105,86,88.22,,174,,,,,,22,,,,,,,,,,,,,,,,7330,,,,,,,,,,80.7,65535,271.0,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,8.532,,,,,300.4,,,,,9.76,65535,826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:37,46.1921984,4.6970985,,106,87,89.62,,171,,,,,,22,,,,,,,,,,,,,,,,7501,,,,,,,,,,78.5,65535,269.0,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,8.431,,,,,300.2,,,,,9.72,65535,807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:38,46.1921757,4.6970901,,107,87,92.15,,165,,,,,,22,,,,,,,,,,,,,,,,7666,,,,,,,,,,75.4,65535,269.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,8.197,,,,,300.2,,,,,9.72,65535,776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:39,46.1921509,4.6970967,,108,87,94.26,,155,,,,,,22,,,,,,,,,,,,,,,,7821,,,,,,,,,,73.3,65535,271.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,7.758,,,,,300.0,,,,,9.98,65535,734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:40,46.1921271,4.6971035,,108,86,96.80,,154,,,,,,22,,,,,,,,,,,,,,,,7975,,,,,,,,,,75.8,65535,277.0,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,7.693,,,,,300.0,,,,,10.16,65535,745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:41,46.1921037,4.6971149,,108,86,99.14,,155,,,,,,22,,,,,,,,,,,,,,,,8130,,,,,,,,,,76.3,65535,276.0,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,7.758,,,,,299.6,,,,,10.15,65535,751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:42,46.1920780,4.6971230,,109,87,102.55,,152,,,,,,22,,,,,,,,,,,,,,,,8282,,,,,,,,,,74.6,65535,274.0,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,7.758,,,,,299.6,,,,,10.04,65535,743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:43,46.1920585,4.6971391,,109,87,105.32,,156,,,,,,22,,,,,,,,,,,,,,,,8438,,,,,,,,,,76.1,65535,272.0,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,7.996,,,,,299.4,,,,,9.94,65535,765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:44,46.1920428,4.6971653,,109,87,107.82,,174,,,,,,22,,,,,,,,,,,,,,,,8612,,,,,,,,,,78.2,65535,265.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,8.701,,,,,299.4,,,,,9.50,65535,823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:45,46.1920239,4.6971871,,109,88,110.74,,178,,,,,,22,,,,,,,,,,,,,,,,8790,,,,,,,,,,79.3,65535,264.0,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,8.935,,,,,299.0,,,,,9.37,65535,846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:46,46.1920055,4.6972159,,109,88,113.50,,180,,,,,,22,,,,,,,,,,,,,,,,8970,,,,,,,,,,78.2,65535,261.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,9.068,,,,,299.0,,,,,9.21,65535,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:47,46.1919920,4.6972459,,110,88,116.31,,185,,,,,,22,,,,,,,,,,,,,,,,9155,,,,,,,,,,79.5,65535,259.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,9.338,,,,,299.0,,,,,9.10,65535,874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:48,46.1919735,4.6972791,,111,88,119.48,,182,,,,,,22,,,,,,,,,,,,,,,,9337,,,,,,,,,,80.1,65535,258.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,9.439,,,,,298.8,,,,,9.07,65535,883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:49,46.1919582,4.6973131,,111,87,122.66,,186,,,,,,22,,,,,,,,,,,,,,,,9523,,,,,,,,,,84.2,65535,262.0,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,9.572,,,,,298.6,,,,,9.19,65535,916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:50,46.1919366,4.6973541,,112,86,126.55,,191,,,,,,22,,,,,,,,,,,,,,,,9714,,,,,,,,,,87.0,65535,263.0,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,9.742,,,,,298.6,,,,,9.22,65535,943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:51,46.1919174,4.6973813,,112,86,129.81,,194,,,,,,22,,,,,,,,,,,,,,,,9908,,,,,,,,,,87.9,65535,262.0,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,9.943,,,,,298.4,,,,,9.13,65535,963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:52,46.1918935,4.6974003,,112,86,132.49,,208,,,,,,22,,,,,,,,,,,,,,,,10116,,,,,,,,,,90.6,65535,258.0,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,10.447,,,,,298.2,,,,,8.95,65535,1012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:53,46.1918673,4.6974218,,112,86,135.39,,205,,,,,,22,,,,,,,,,,,,,,,,10321,,,,,,,,,,90.6,65535,258.0,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,10.447,,,,,298.0,,,,,8.95,65535,1012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:54,46.1918392,4.6974523,,113,87,139.39,,197,,,,,,22,,,,,,,,,,,,,,,,10518,,,,,,,,,,85.8,65535,255.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,10.346,,,,,297.8,,,,,8.76,65535,979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:55,46.1918183,4.6974864,,113,89,143.17,,193,,,,,,22,,,,,,,,,,,,,,,,10711,,,,,,,,,,82.4,65535,250.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,10.379,,,,,297.6,,,,,8.57,65535,961.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:56,46.1917972,4.6975213,,113,89,146.75,,199,,,,,,22,,,,,,,,,,,,,,,,10910,,,,,,,,,,83.8,65535,248.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,10.750,,,,,297.6,,,,,8.42,65535,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:57,46.1917755,4.6975598,,114,89,150.58,,208,,,,,,22,,,,,,,,,,,,,,,,11118,,,,,,,,,,85.0,65535,246.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,11.052,,,,,297.4,,,,,8.30,65535,1023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:58,46.1917518,4.6975978,,115,89,154.29,,214,,,,,,22,,,,,,,,,,,,,,,,11332,,,,,,,,,,85.5,65535,245.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,11.185,,,,,297.4,,,,,8.26,65535,1035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:31:59,46.1917273,4.6976337,,115,90,158.49,,216,,,,,,22,,,,,,,,,,,,,,,,11548,,,,,,,,,,84.2,65535,242.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,11.318,,,,,297.4,,,,,8.12,65535,1036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:32:00,46.1917115,4.6976681,,116,90,161.86,,215,,,,,,22,,,,,,,,,,,,,,,,11763,,,,,,,,,,84.6,65535,241.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,11.419,,,,,297.2,,,,,8.09,65535,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:32:01,46.1916957,4.6976956,,116,90,164.61,,214,,,,,,22,,,,,,,,,,,,,,,,11977,,,,,,,,,,85.1,65535,240.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,11.520,,,,,297.0,,,,,8.06,65535,1055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:32:02,46.1916791,4.6977256,,117,90,167.84,,211,,,,,,22,,,,,,,,,,,,,,,,12188,,,,,,,,,,85.1,65535,240.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,11.520,,,,,297.0,,,,,8.06,65535,1055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:32:03,46.1916599,4.6977591,,117,90,170.91,,201,,,,,,22,,,,,,,,,,,,,,,,12389,,,,,,,,,,84.1,65535,242.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,11.286,,,,,296.8,,,,,8.14,65535,1033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:32:04,46.1916398,4.6977885,,117,89,174.16,,202,,,,,,22,,,,,,,,,,,,,,,,12591,,,,,,,,,,86.0,65535,244.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,11.286,,,,,296.6,,,,,8.23,65535,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:32:05,46.1916163,4.6978256,,118,88,177.79,,203,,,,,,22,,,,,,,,,,,,,,,,12794,,,,,,,,,,89.5,65535,249.0,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,11.153,,,,,296.6,,,,,8.47,65535,1056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:32:06,46.1915973,4.6978562,,118,87,181.17,,205,,,,,,22,,,,,,,,,,,,,,,,12999,,,,,,,,,,91.6,65535,251.0,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,11.153,,,,,296.4,,,,,8.58,65535,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-23T00:32:07,46.1915804,4.6978929,,118,87,184.41,,207,,,,,,22,,,,,,,,,,,,,,,,13206,,,,,,,,,,91.7,65535,251.0,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,11.218,,,,,296.2,,,,,8.54,65535,1074.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
