GOTOES_CSV,timestamp,position_lat,position_long,altitude,heart_rate,cadence,distance,speed,power,compressed_speed_distance,grade,resistance,time_from_course,cycle_length,temperature,,,,speed_1s,cycles,total_cycles,,,,,,,,,compressed_accumulated_power,accumulated_power,left_right_balance,gps_accuracy,vertical_speed,calories,,,,,,vertical_oscillation,stance_time_percent,stance_time,activity_type,left_torque_effectiveness,right_torque_effectiveness,left_pedal_smoothness,right_pedal_smoothness,combined_pedal_smoothness,time128,stroke_type,zone,ball_speed,cadence256,fractional_cadence,total_hemoglobin_conc,total_hemoglobin_conc_min,total_hemoglobin_conc_max,saturated_hemoglobin_percent,saturated_hemoglobin_percent_min,saturated_hemoglobin_percent_max,,unknown61,device_index,,,,unknown66,left_pco,right_pco,left_power_phase,left_power_phase_peak,right_power_phase,right_power_phase_peak,enhanced_speed,,,,,enhanced_altitude,,,battery_soc,motor_power,vertical_ratio,stance_time_balance,step_length,,,,,,absolute_pressure,depth,next_stop_depth,next_stop_time,time_to_surface,ndl_time,cns_load,n2_load,,,,,,,,,,,,,,,,grit,flow,,ebike_travel_range,ebike_battery_level,ebike_assist_mode,ebike_assist_level_percent
,2025-05-21T09:29:37,2147483647,2147483647,,75,0,0.00,,0,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,65535,65535,65535,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,0.000,,,,,168.8,,,,,65535,65535,65535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-21T09:29:38,2147483647,2147483647,,76,0,0.00,,0,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,65535,65535,65535,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,0.000,,,,,168.8,,,,,65535,65535,65535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-21T09:29:39,2147483647,2147483647,,76,0,0.00,,0,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,65535,65535,65535,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,0.000,,,,,168.8,,,,,65535,65535,65535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-21T09:29:40,2147483647,2147483647,,76,0,0.00,,0,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,65535,65535,65535,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,0.000,,,,,168.8,,,,,65535,65535,65535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-21T09:29:41,2147483647,2147483647,,77,0,0.00,,0,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,65535,65535,65535,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,0.000,,,,,168.8,,,,,65535,65535,65535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-21T09:29:42,2147483647,2147483647,,77,91,0.00,,0,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,65535,65535,65535,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,0.000,,,,,169.0,,,,,65535,65535,65535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-21T09:29:43,2147483647,2147483647,,77,92,3.62,,289,,,,,,31,,,,,,,,,,,,,,,,289,,,,,,,,,,87.8,65535,228.0,running,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,13.032,,,,,169.0,,,,,7.44,65535,1180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-21T09:29:44,2147483647,2147483647,,77,92,7.45,,311,,,,,,31,,,,,,,,,,,,,,,,600,,,,,,,,,,87.8,65535,228.0,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,13.774,,,,,169.0,,,,,7.44,65535,1180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-21T09:29:45,2147483647,2147483647,,79,92,11.48,,336,,,,,,31,,,,,,,,,,,,,,,,936,,,,,,,,,,90.2,65535,222.0,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,14.512,,,,,169.0,,,,,7.23,65535,1247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-05-21T09:29:46,45.7628078,4.8835911,,81,92,11.48,,326,,,,,,31,,,,,,,,,,,,,,,,1262,,,,,,,,,,92.0,65535,217.0,running,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,14.512,,,,,169.2,,,,,7.00,65535,1314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
